ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab,col_5_ColCollectorRef_key,col_5_Collector_irn,col_5_NamFullName,col_5_NamBriefName,col_5_NamFirst,col_5_NamMiddle,col_5_NamLast,col_5_NamPartyType,col_5_NamSource,col_5_NamExternalReferences_tab,col_5_NamOrganisationOtherNames_tab,col_5_NamOtherNames_tab,col_5_NamRoles_tab
1059,http://fm-digital-assets.fieldmuseum.org/49/352/V0050124F.jpg,340490,V0050124F,974377,,Eupatorium,aromatisans,,,,,1836,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1071.0,29962.0,29930.0,,,,1260.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,http://fm-digital-assets.fieldmuseum.org/62/212/V0056598F.jpg,337374,V0056598F,409472,,Euphorbia,gymnadenia,,,,3706,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1072.0,114990.0,89707.0,,,,1261.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,http://fm-digital-assets.fieldmuseum.org/62/211/V0056597F.jpg,337375,V0056597F,409471,,Euphorbia,gymnadenia,,,,3706,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1073.0,114990.0,89707.0,,,,1262.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,http://fm-digital-assets.fieldmuseum.org/144/467/V0050506F.jpg,353582,V0050506F,842978,,Lagascea,mollis,,,,,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1074.0,41321.0,284790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,http://fm-digital-assets.fieldmuseum.org/226/132/V0073180F.jpg,351416,V0073180F,142317,,Solanum,pachyneurum,,,,5197,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1075.0,115356.0,104801.0,,,,1263.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,http://fm-digital-assets.fieldmuseum.org/226/133/V0073181F.jpg,351418,V0073181F,680322,,Solanum,pachyneurum,,,,382,1856,1857,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1076.0,115356.0,104801.0,,,,1264.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,http://fm-digital-assets.fieldmuseum.org/222/779/V0069354F.jpg,345947,V0069354F,391807,,Guettarda,monocarpa,,,,3252,1909-12-21,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1077.0,112910.0,103702.0,,,,1265.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,http://fm-digital-assets.fieldmuseum.org/223/298/V0069892F.jpg,347461,V0069892F,459503,,Palicourea,elongata,,,,14749,1916-02-22,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1078.0,113089.0,103716.0,,,,1266.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),1267.0,5645.0,et al.,et al.,,,et al.,Person,FMNH Master,,,,"Author (Insects)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,http://fm-digital-assets.fieldmuseum.org/226/585/V0073813F.jpg,354816,V0073813F,1207438,,Kieseria,cubensis,,,,8121,1910-12-24,1910-12-30,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1079.0,115510.0,284746.0,,,,1268.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,http://fm-digital-assets.fieldmuseum.org/226/698/V0073928F.jpg,354976,V0073928F,492598,,Daphnopsis,oblongifolia,,,,13301,1912-04-08,1912-04-09,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1080.0,115547.0,107337.0,,,,1269.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),1270.0,46080.0,John F. Cowell,J. F. Cowell,John,Francis,Cowell,Person,Botany Master,,,J. F. Cowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,http://fm-digital-assets.fieldmuseum.org/140/446/V0058959F.jpg,355251,V0058959F,936755,,Belairia,spinosa,,,,s.n.,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1081.0,209218.0,89973.0,,,,1271.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,http://fm-digital-assets.fieldmuseum.org/226/930/V0074168F.jpg,355467,V0074168F,887330,,Ampelocera,pubescens,,,,6036,1928-04-,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1082.0,209262.0,4063.0,,,,1272.0,46106.0,John G. Jack,J. G. Jack,John,George,Jack,Person,Botany Master,,,J. G. Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,http://fm-digital-assets.fieldmuseum.org/227/006/V0074247F.jpg,354008,V0074247F,976786,,Callicarpa,cubensis,,,,,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1083.0,13420.0,283395.0,,,,1273.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,http://fm-digital-assets.fieldmuseum.org/226/493/V0073701F.jpg,331547,V0073701F,976346,,Barberina,cubensis,,,,2089,1844,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1084.0,645298.0,283213.0,,,,1274.0,44205.0,Jean J. Linden,J. Linden,Jean,Jules,Linden,Person,Botany Master,ASA Botanist ID 101253,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,http://fm-digital-assets.fieldmuseum.org/140/775/V0059292F.jpg,276026,V0059292F,936748,,Galactia,parvifolia,,,,s.n.,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1085.0,112564.0,90191.0,,,,1275.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,http://fm-digital-assets.fieldmuseum.org/129/183/V0065676F.jpg,334575,V0065676F,626134,,Plinia,rupestris,,,,16741,1923-06-16,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1086.0,111344.0,61966.0,,,,1276.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,http://fm-digital-assets.fieldmuseum.org/49/672/V0050457F.jpg,341291,V0050457F,251042,,Isocarpha,glabrata,,,,2513,1909-10-09,1909-10-11,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1087.0,116757.0,39891.0,,,,1277.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,http://fm-digital-assets.fieldmuseum.org/48/221/V0049454F.jpg,339298,V0049454F,626096,,Epaltes,mattfeldii,,,,18125,1923-11-18,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1088.0,116304.0,284150.0,,,,1278.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,http://fm-digital-assets.fieldmuseum.org/49/363/V0050135F.jpg,339150,V0050135F,1008166,,Critonia,pseudodalea,,,,,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1089.0,21379.0,283811.0,,,,1279.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,http://fm-digital-assets.fieldmuseum.org/135/498/V0050530F.jpg,331521,V0050530F,972504,,Leria,leiocarpa,,,,s.n.,1825,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1090.0,42438.0,284888.0,,,,1280.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,http://fm-digital-assets.fieldmuseum.org/135/505/V0050570F.jpg,318028,V0050570F,974381,,Lorentea,cubensis,,,,s.n.,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1091.0,116840.0,284974.0,,,,1281.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,http://fm-digital-assets.fieldmuseum.org/49/364/V0050136F.jpg,340514,V0050136F,248600,,Eupatorium,pseudodalea,,macrodontum,Variety,2812,1860,1864,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1092.0,116504.0,413712.0,,,,1282.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,http://fm-digital-assets.fieldmuseum.org/52/334/V0051756F.jpg,341840,V0051756F,450932,,Vernonia,aronifolia,,,,13514,1912-08-02,1912-08-04,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1093.0,117576.0,84784.0,,,,1283.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,http://fm-digital-assets.fieldmuseum.org/52/336/V0051758F.jpg,341842,V0051758F,450908,,Vernonia,calida,,,,8408,1911-01-30,1911-02-01,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1094.0,117592.0,84784.0,,,,1284.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,http://fm-digital-assets.fieldmuseum.org/52/339/V0051761F.jpg,341869,V0051761F,450780,,Vernonia,corallophila,,,,1939,1909-03-17,1909-03-30,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1095.0,117593.0,84784.0,,,,1285.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,http://fm-digital-assets.fieldmuseum.org/52/337/V0051759F.jpg,341843,V0051759F,1013432,,Vernonia,commutata,,,,286,1856,1857,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1096.0,117595.0,84784.0,,,,1286.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,http://fm-digital-assets.fieldmuseum.org/52/338/V0051760F.jpg,341844,V0051760F,248524,,Vernonia,commutata,,,,286,1856,1857,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1097.0,117595.0,84784.0,,,,1287.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,http://fm-digital-assets.fieldmuseum.org/224/479/V0071129F.jpg,345140,V0071129F,605113,,Spermacoce,exasperata,,,,10258,1919-12-24,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1098.0,113490.0,74181.0,,,,1288.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,http://fm-digital-assets.fieldmuseum.org/224/480/V0071130F.jpg,345141,V0071130F,605111,,Spermacoce,oligantha,,,,9251,1918-06-22,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1099.0,113491.0,74181.0,,,,1289.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,http://fm-digital-assets.fieldmuseum.org/224/481/V0071131F.jpg,345142,V0071131F,1012262,,Spermacoce,tetraquetra,,,,,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1100.0,113492.0,74181.0,,,,1290.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,http://fm-digital-assets.fieldmuseum.org/224/285/V0070905F.jpg,345426,V0070905F,358320,,Rondeletia,combsii,,,,527,1895-08-24,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1101.0,207648.0,66943.0,,,,1291.0,66726.0,Robert Combs,R. Combs,Robert,,Combs,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,http://fm-digital-assets.fieldmuseum.org/224/286/V0070906F.jpg,345427,V0070906F,635330,,Rondeletia,microdon,,,,,1825,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1102.0,67008.0,66943.0,,,,1292.0,47253.0,José A. d. l. Ossa,J. A. de la Ossa,José,Antonio de la,Ossa,Person,Botany Master,,,J. A. de la Ossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,http://fm-digital-assets.fieldmuseum.org/222/759/V0069334F.jpg,345927,V0069334F,710783,,Guettarda,cobrensis,,,,10271,1921-07-,1921-08-,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1103.0,112923.0,103702.0,,,,1293.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,1294.0,5645.0,et al.,et al.,,,et al.,Person,FMNH Master,,,,"Author (Insects)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,http://fm-digital-assets.fieldmuseum.org/52/348/V0051770F.jpg,341891,V0051770F,626141,,Vernonia,jenssenii,,,,8261,1916-11-07,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1104.0,117582.0,84784.0,,,,1295.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,http://fm-digital-assets.fieldmuseum.org/52/340/V0051762F.jpg,341871,V0051762F,450863,,Vernonia,desiliens,,,,3232,1910-01-20,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1105.0,117578.0,84784.0,,,,1296.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,http://fm-digital-assets.fieldmuseum.org/52/344/V0051766F.jpg,341834,V0051766F,1011907,,Vernonia,havanensis,,,,,1831,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1106.0,81159.0,84784.0,,,,1297.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,http://fm-digital-assets.fieldmuseum.org/52/342/V0051764F.jpg,341875,V0051764F,972526,,Vernonia,gnaphaliifolia,,,,,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1107.0,117597.0,84784.0,,,,1298.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,http://fm-digital-assets.fieldmuseum.org/52/347/V0051769F.jpg,341890,V0051769F,1013032,,Vernonia,inaequiserrata,,,,285,1860,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1108.0,117590.0,84784.0,,,,1299.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,http://fm-digital-assets.fieldmuseum.org/52/350/V0051772F.jpg,341896,V0051772F,626144,,Vernonia,maestralis,,,,7211,1916-05-05,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1109.0,117584.0,84784.0,,,,1300.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,http://fm-digital-assets.fieldmuseum.org/52/353/V0051775F.jpg,341912,V0051775F,626147,,Vernonia,reedii,,,,16227,1923-01-27,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1110.0,117586.0,84784.0,,,,1301.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,http://fm-digital-assets.fieldmuseum.org/52/351/V0051773F.jpg,341898,V0051773F,626145,,Vernonia,nematophylla,,,,8189,1916-11-04,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1111.0,117585.0,84784.0,,,,1302.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,http://fm-digital-assets.fieldmuseum.org/52/331/V0051753F.jpg,341836,V0051753F,1013429,,Vernonia,angusticeps,,,,284,1856,1857,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1112.0,117573.0,84784.0,,,,1303.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,http://fm-digital-assets.fieldmuseum.org/52/358/V0051780F.jpg,341917,V0051780F,248523,,Vernonia,viminalis,,,,285,1856,1857,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1113.0,117581.0,84784.0,,,,1304.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,http://fm-digital-assets.fieldmuseum.org/52/355/V0051777F.jpg,341835,V0051777F,1011891,,Vernonia,sagraeana,,,,,1833,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1114.0,81310.0,84784.0,,,,1305.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,http://fm-digital-assets.fieldmuseum.org/221/330/V0067854F.jpg,357840,V0067854F,240593,,Portulaca,brevifolia,,,,3500,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1115.0,62947.0,62946.0,,,,1306.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,http://fm-digital-assets.fieldmuseum.org/227/009/V0074250F.jpg,354018,V0074250F,183675,,Callicarpa,lancifolia,,,,3173,,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1116.0,13421.0,283395.0,,,,1307.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,http://fm-digital-assets.fieldmuseum.org/49/988/V0050892F.jpg,341789,V0050892F,460053,,Pectis,juniperina,,,,11013,1911-12-16,,,2610,,,,,Cuba,Cuba,,,21.5,21  30 00 N,-80.0,80 00 00 W,21540,1117.0,116979.0,56605.0,,,,1308.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
