ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab,col_5_ColCollectorRef_key,col_5_Collector_irn,col_5_NamFullName,col_5_NamBriefName,col_5_NamFirst,col_5_NamMiddle,col_5_NamLast,col_5_NamPartyType,col_5_NamSource,col_5_NamExternalReferences_tab,col_5_NamOrganisationOtherNames_tab,col_5_NamOtherNames_tab,col_5_NamRoles_tab
296,,171074,,250256,,Erythroxylum,rotundifolium,,,,1931,,,17-30 1909,230879,,,,,Guantanamo Bay. U.S. Naval Station,Cuba,Oriente,,,,,,3004,301.0,28725.0,89651.0,,,,349.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,165706,,1477614,,Erythroxylum,coriaceum,,,,2728,,,,230880,,,,,In Carrascales near Rio Pilato,Cuba,Oriente,,,,,,3004,302.0,28521.0,89651.0,,,,350.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,160028,,,,Erythroxylum,longipes,,,,3562,,,,230881,,,,,"In coll. pinet.prope El Yungue, Caracoa",Cuba,Oriente,,,,,,3004,303.0,28625.0,89651.0,,,,351.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,162431,,,,Erythroxylum,brevipes,,,,7029,,,,230882,,,,,Inter Palma Soriano et Palmarito,Cuba,Oriente,,,,,,3004,304.0,28488.0,89651.0,,,,352.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,171181,,,,Erythroxylum,rotundifolium,,,,7708,,,,231341,,,,,Inter Santiago et El Marro,Cuba,Oriente,,,,,,3004,305.0,28725.0,89651.0,,,,353.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,157462,,,,Erythroxylum,havanense,,,,s.n.,,,,231343,300.0,,984.0,,"Magate, coll. calcar grope Pamarito de Canto",Cuba,Oriente,,,,,,3004,306.0,28589.0,89651.0,,,,354.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,165703,,,,Erythroxylum,coriaceum,,,,2501,,,,231347,,,,,Prope Flumen Pilato in Sierra de Nipe,Cuba,Oriente,,,,,,3004,307.0,28521.0,89651.0,,,,355.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,165581,,,,Erythroxylum,confusum,,,,4910,,,,231350,,,,,"Rioja, in silva (ad viam ferream prope Mir)",Cuba,Oriente,,,,,,3004,308.0,117001.0,89651.0,,,,356.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,171478,,,,Erythroxylum,rotundifolium,,,,7894,,,,231352,,,,,Sabana to Maisi,Cuba,Oriente,,,,,,3004,309.0,28725.0,89651.0,,,,357.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,177167,,1477618,,Erythroxylum,longipes,,,,15134,,,,231353,,,,,Sierra de Nipe,Cuba,Oriente,,,,,,3004,310.0,28625.0,89651.0,,,,358.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,160037,,,,Erythroxylum,longipes,,,,9972,,,,231354,,,,,Sierra de Nipe in Carrascoles ad marginem fluvii Rio Sojo,Cuba,Oriente,,,,,,3004,311.0,28625.0,89651.0,,,,359.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,160032,,,,Erythroxylum,longipes,,,,6025,,,,231356,,,,,Sierra de Nipe in charrascales ad Rio Piloto,Cuba,Oriente,,,,,,3004,312.0,28625.0,89651.0,,,,360.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,158061,,284923,,Erythroxylum,havanense,,,,1514,,,,231359,,,,,Valley of Rio Matamoros S of Holguin,Cuba,Oriente,,,,,,3004,313.0,28589.0,89651.0,,,,361.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,158107,,,,Erythroxylum,havanense,,,,12401,,,15-16 Mar,231360,,,,,Vicinity of Bayamo,Cuba,Oriente,,,,,,3004,314.0,28589.0,89651.0,,,,362.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,157259,,,,Erythroxylum,havanense,,,,12640,,,14-16 Mar,231361,,,,,Vicinity of Daiquiri,Cuba,Oriente,,,,,,3004,315.0,28589.0,89651.0,,,,363.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),364.0,46080.0,John F. Cowell,J. F. Cowell,John,Francis,Cowell,Person,Botany Master,,,J. F. Cowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,157253,,,,Erythroxylum,havanense,,,,12724,,,18-19 Mar,231362,,,,,Vicinity of El Cuero,Cuba,Oriente,,,,,,3004,316.0,28589.0,89651.0,,,,365.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),366.0,46080.0,John F. Cowell,J. F. Cowell,John,Francis,Cowell,Person,Botany Master,,,J. F. Cowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,171071,,,,Erythroxylum,rotundifolium,,,,1861,1909-03-14,1909-03-15,,231363,,,,,Vicinity of Santiago,Cuba,Oriente,,,,,,3004,317.0,28725.0,89651.0,,,,367.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,171097,,,,Erythroxylum,rotundifolium,,,,12608,1912-03-10,1912-03-25,,231363,,,,,Vicinity of Santiago,Cuba,Oriente,,,,,,3004,318.0,28725.0,89651.0,,,,368.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),369.0,1106.0,Elizabeth G. Britton,E. G. Britton,Elizabeth,Gertrude,Britton,Person,Botany Master,ASA Botanist ID 101082,,Mrs. N. L. Britton,Collector (Botany),370.0,46080.0,John F. Cowell,J. F. Cowell,John,Francis,Cowell,Person,Botany Master,,,J. F. Cowell,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,160914,,,,Erythroxylum,alaternifolium,,,,14921,,,,231423,,,,,"Sierra Maestra at Arroyo Corojo, near Nagua",Cuba,Oriente,,,,,,3004,319.0,28454.0,89651.0,,,,371.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,178088,,,,Erythroxylum,horridum,,,,27791,,,,231425,,,,,"Ad Ceja de Melones, prope opp. Holguin",Cuba,Oriente,,,,,,3004,320.0,117011.0,89651.0,,,,372.0,16293.0,Attila L. Borhidi,A. L. Borhidi,Attila,L.,Borhidi,Person,Botany Master,,,,,373.0,5645.0,et al.,et al.,,,et al.,Person,FMNH Master,,,,"Author (Insects)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,157244,,250251,,Erythroxylum,havanense,,,,1923,,,Mar 17-30,231426,,,,,"Guantanamo Bay, U.S. Naval Station",Cuba,Oriente,,,,,,3004,321.0,28589.0,89651.0,,,,374.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,165705,,,,Erythroxylum,coriaceum,,,,6005,,,,231428,,,,,Sierra do Nipe in Carrascales ad Rio Pilato,Cuba,Oriente,,,,,,3004,322.0,28521.0,89651.0,,,,375.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,178084,,,,Erythroxylum,baracoense,,,,2292,,,,231429,,,,,Yunque de Baracoa,Cuba,Oriente,,,,,,3004,323.0,116999.0,89651.0,,,,376.0,54947.0,Manuel López Figueiras,M. López Figueiras,Manuel,,López Figueiras,Person,Botany Master,ASA Botanist ID 108664,,"L. Figueiraz
M. López-Figueiras
M. López F.",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,178086,,,,Erythroxylum,flavicans,,,,27819,,,,231430,650.0,,2133.0,,Sierra del Cristal. Mt. Saca Lengua,Cuba,Oriente,,,,,,3004,324.0,117009.0,89651.0,,,,377.0,16293.0,Attila L. Borhidi,A. L. Borhidi,Attila,L.,Borhidi,Person,Botany Master,,,,,378.0,5645.0,et al.,et al.,,,et al.,Person,FMNH Master,,,,"Author (Insects)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,167488,,1478477,,Erythroxylum,minutifolium,,,,17317,,,,231365,,,,,,Cuba,Pinar del Río,,,,,,3110,325.0,28653.0,89651.0,,,,379.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,165550,,,,Erythroxylum,confusum,,,,7018,,,,231366,,,,,Coloma,Cuba,Pinar del Río,,,,,,3110,326.0,117001.0,89651.0,,,,380.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),381.0,1106.0,Elizabeth G. Britton,E. G. Britton,Elizabeth,Gertrude,Britton,Person,Botany Master,ASA Botanist ID 101082,,Mrs. N. L. Britton,Collector (Botany),382.0,104936.0,C. S. Gager,C. S. Gager,C.,S.,Gager,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,165551,,,,Erythroxylum,confusum,,,,7334,,,,231367,,,,,Esperanza,Cuba,Pinar del Río,,,,,,3110,327.0,117001.0,89651.0,,,,383.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),384.0,104936.0,C. S. Gager,C. S. Gager,C.,S.,Gager,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,160904,,,,Erythroxylum,alaternifolium,,,,12927,,,,231369,,,,,"Marid, Cuatro Caminos",Cuba,Pinar del Río,,,,,,3110,328.0,28454.0,89651.0,,,,385.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,160890,,,,Erythroxylum,alaternifolium,,,,9695,,,,231370,,,,,Vic. Coloma,Cuba,Pinar del Río,,,,,,3110,329.0,28454.0,89651.0,,,,386.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),387.0,46080.0,John F. Cowell,J. F. Cowell,John,Francis,Cowell,Person,Botany Master,,,J. F. Cowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,165552,,,,Erythroxylum,confusum,,,,7558,1910-09-19,1910-09-23,,231371,,,,,Bay of Mariel,Cuba,Pinar del Río,,,,,,3110,330.0,117001.0,89651.0,,,,388.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),389.0,104936.0,C. S. Gager,C. S. Gager,C.,S.,Gager,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,165583,,1477518,,Erythroxylum,confusum,,,,12851,,,,231373,,,,,Mariel,Cuba,Pinar del Río,,,,,,3110,331.0,117001.0,89651.0,,,,390.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,165585,,1477613,,Erythroxylum,confusum,,,,13045,,,,231373,,,,,Mariel,Cuba,Pinar del Río,,,,,,3110,332.0,117001.0,89651.0,,,,391.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,157505,,,,Erythroxylum,havanense,,,,s.n.,,,,231375,,,,,"Cabanas, Centra Nevcedito",Cuba,Pinar del Río,,,,,,3110,333.0,28589.0,89651.0,,,,392.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,158026,,,,Erythroxylum,havanense,,,,3240,,,,231376,,,,,Cape San Antonio,Cuba,Pinar del Río,,,,,,3110,334.0,28589.0,89651.0,,,,393.0,47580.0,Juan T. Roig y Mesa,J. T. Roig y Mesa,Juan,Tomas,Roig y Mesa,Person,Botany Master,,,J. T. Roig y Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,161335,,,,Erythroxylum,areolatum,,,,3240,,,,231376,,,,,Cape San Antonio,Cuba,Pinar del Río,,,,,,3110,335.0,28468.0,89651.0,,,,394.0,47580.0,Juan T. Roig y Mesa,J. T. Roig y Mesa,Juan,Tomas,Roig y Mesa,Person,Botany Master,,,J. T. Roig y Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,165630,,,,Erythroxylum,confusum,,,,13547,,,,231377,,,,,Cayajabos. Slope of Loma Telada de Buenavista,Cuba,Pinar del Río,,,,,,3110,336.0,117001.0,89651.0,,,,395.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,396.0,105285.0,J. C. Roig,J. C. Roig,J.,C.,Roig,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,162049,,,,Erythroxylum,areolatum,,,,9888,1915-03-10,1915-03-12,,231378,,,,,Corrientes Bay,Cuba,Pinar del Río,,,,,,3110,337.0,28468.0,89651.0,,,,397.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),398.0,46080.0,John F. Cowell,J. F. Cowell,John,Francis,Cowell,Person,Botany Master,,,J. F. Cowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,158091,,,,Erythroxylum,havanense,,,,10556,,,,231379,,,,,Guane to Mendoza,Cuba,Pinar del Río,,,,,,3110,338.0,28589.0,89651.0,,,,399.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,165667,,,,Erythroxylum,confusum,,,,10976,,,,231380,,,,,Laguna Jovero and vicinity,Cuba,Pinar del Río,,,,,,3110,339.0,117001.0,89651.0,,,,400.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,171871,,,,Erythroxylum,spinescens,,,,11107,,,,231381,,,,,Las Martinas to the coast,Cuba,Pinar del Río,,,,,,3110,340.0,28737.0,89651.0,,,,401.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,158089,,325225,,Erythroxylum,havanense,,,,10472,,,,231382,,,,,Limestone hills between Rio Cayaguateje and Sierra Guane,Cuba,Pinar del Río,,,,,,3110,341.0,28589.0,89651.0,,,,402.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,158112,,460063,,Erythroxylum,roigii,,,,13374,,,28-31 Jul,231383,,,,,"limestone hills, vicinity of Sumidero",Cuba,Pinar del Río,,,,,,3110,342.0,28722.0,89651.0,,,,403.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,167484,,,,Erythroxylum,minutifolium,,,,10472,,,,231384,,,,,Loma de Cajalkana in cuabal,Cuba,Pinar del Río,,,,,,3110,343.0,28653.0,89651.0,,,,404.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,169496,,,,Erythroxylum,rotundifolium,,,,72851,,,,231385,,,,,Mariel,Cuba,Pinar del Río,,,,,,3110,344.0,28725.0,89651.0,,,,405.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,157052,,,,Erythroxylum,havanense,,,,626,,,,231386,500.0,,1640.0,,"On limestone rocks, Rangel",Cuba,Pinar del Río,,,,,,3110,345.0,28589.0,89651.0,,,,406.0,13058.0,Brother Alain H. Liogier,Bro. A. H. Liogier,Alain,Henri,Liogier,Person,Botany Master,ASA Botanist ID 101226,,"A. Liogier
Enrique Eugenio Liogier
Enrique Eugenio Liogier Allut
Enrique Eugenio Liogier y Allut
Enrique Liogier
Henri Alain Liogier
Hermano Enrique E. Alain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,165523,,,,Erythroxylum,confusum,,,,6254,,,,231387,250.0,,820.0,,"On top of Paredon del Mono, Santa Cruz de los Pinos",Cuba,Pinar del Río,,,,,,3110,346.0,117001.0,89651.0,,,,407.0,13058.0,Brother Alain H. Liogier,Bro. A. H. Liogier,Alain,Henri,Liogier,Person,Botany Master,ASA Botanist ID 101226,,"A. Liogier
Enrique Eugenio Liogier
Enrique Eugenio Liogier Allut
Enrique Eugenio Liogier y Allut
Enrique Liogier
Henri Alain Liogier
Hermano Enrique E. Alain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,170915,,,,Erythroxylum,roigii,,,,18153,,,,231388,,,,,Peninsula de Guana. Hacabibes. S. of La Grifa,Cuba,Pinar del Río,,,,,,3110,347.0,28722.0,89651.0,,,,408.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,162436,,,,Erythroxylum,brevipes,,,,18802,,,,231389,,,,,"Peninsula de Guanahacabibes, in very rough localities W. of Yayales",Cuba,Pinar del Río,,,,,,3110,348.0,28488.0,89651.0,,,,409.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,171840,,,,Erythroxylum,spinescens,,,,18801,,,,231390,,,,,Peninsula de Guanahacabibes. Weste of Yayales,Cuba,Pinar del Río,,,,,,3110,349.0,28737.0,89651.0,,,,410.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,161334,,450816,,Erythroxylum,areolatum,,,,1034,,,,231393,,,,,"Santo Cristo del Valle, Guarre",Cuba,Pinar del Río,,,,,,3110,350.0,28468.0,89651.0,,,,411.0,47580.0,Juan T. Roig y Mesa,J. T. Roig y Mesa,Juan,Tomas,Roig y Mesa,Person,Botany Master,,,J. T. Roig y Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,165522,,,,Erythroxylum,confusum,,,,1718,,,,231394,,,,,"Serpentine: Cajalbana, La Palma",Cuba,Pinar del Río,,,,,,3110,351.0,117001.0,89651.0,,,,412.0,13058.0,Brother Alain H. Liogier,Bro. A. H. Liogier,Alain,Henri,Liogier,Person,Botany Master,ASA Botanist ID 101226,,"A. Liogier
Enrique Eugenio Liogier
Enrique Eugenio Liogier Allut
Enrique Eugenio Liogier y Allut
Enrique Liogier
Henri Alain Liogier
Hermano Enrique E. Alain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,170917,,,,Erythroxylum,roigii,,,,3210,,,,231397,,,,,Thickets near El Gato,Cuba,Pinar del Río,,,,,,3110,352.0,28722.0,89651.0,,,,413.0,47580.0,Juan T. Roig y Mesa,J. T. Roig y Mesa,Juan,Tomas,Roig y Mesa,Person,Botany Master,,,J. T. Roig y Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,160917,,,,Erythroxylum,alaternifolium,,,,17411,,,,231398,,,,,"Toseano, at Las Calaveras",Cuba,Pinar del Río,,,,,,3110,353.0,28454.0,89651.0,,,,414.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
