ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,taxon_3_IdeTaxonRef_key,taxon_3_taxon_irn,taxon_3_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab,col_5_ColCollectorRef_key,col_5_Collector_irn,col_5_NamFullName,col_5_NamBriefName,col_5_NamFirst,col_5_NamMiddle,col_5_NamLast,col_5_NamPartyType,col_5_NamSource,col_5_NamExternalReferences_tab,col_5_NamOrganisationOtherNames_tab,col_5_NamOtherNames_tab,col_5_NamRoles_tab
6239,http://fm-digital-assets.fieldmuseum.org/601/845/V0170243F.jpg,2835244,V0170243F,2007371,,Ocotea,,,,,1576,1975-09-25,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6283.0,94300.0,94322.0,,,,,,,7132.0,67336.0,Rodolphe E. Spichiger,R. E. Spichiger,Rodolphe,E.,Spichiger,Person,Botany Master,ASA Botanist ID 139140,,,Collector (Botany),7133.0,5645.0,et al.,et al.,,,et al.,Person,FMNH Master,,,,"Author (Insects)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240,http://fm-digital-assets.fieldmuseum.org/631/210/V0169799F.jpg,2838322,V0169799F,696832,,Marsypianthes,,,,,4873,1932-02-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6284.0,285088.0,94257.0,,,,,,,7134.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6241,http://fm-digital-assets.fieldmuseum.org/631/416/V0170150F.jpg,2837531,V0170150F,18233,,Leonurus,sibiricus,,,,769,1888,1890,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6285.0,42114.0,284857.0,,,,,,,7135.0,71264.0,Reverend Thomas Morong,T. Morong,Thomas,,Morong,Person,Botany Master,ASA Botanist ID 173296 | 108491,,Rev. T. Morong,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6242,http://fm-digital-assets.fieldmuseum.org/631/801/V0171144F.jpg,2838284,V0171144F,665872,,Marsypianthes,hassleri,,,,4835,,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6286.0,551520.0,285088.0,,,,,,,7136.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6243,http://fm-digital-assets.fieldmuseum.org/631/802/V0171145F.jpg,2838286,V0171145F,766824,,Marsypianthes,hassleri,,,,4835,1932-02-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6287.0,551520.0,285088.0,,,,,,,7137.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6244,http://fm-digital-assets.fieldmuseum.org/1090/146/C0648018F.jpg,3246557,C0648018F,,,Lastreopsis,amplissima,,,,2905,1878,1884,1878-1884,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6288.0,614064.0,381767.0,,,,,,,7138.0,17590.0,Benedict Balansa,B. Balansa,Benedict,,Balansa,Person,Botany Master,ASA Botanist ID 145946,,Benjamin Balansa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6245,http://fm-digital-assets.fieldmuseum.org/1083/878/C0641698F.jpg,3243124,C0641698F,,,Anemia,phyllitidis,,,,782,1888,1890,1888-1890,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6289.0,4393.0,104451.0,,,,,,,7139.0,71264.0,Reverend Thomas Morong,T. Morong,Thomas,,Morong,Person,Botany Master,ASA Botanist ID 173296 | 108491,,Rev. T. Morong,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,http://fm-digital-assets.fieldmuseum.org/632/613/V0171970F.jpg,2842371,V0171970F,176147,,Salvia,nervosa,,,,268,1902-10-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6290.0,68515.0,94249.0,,,,,,,7140.0,49081.0,Karl A. G. Fiebrig,K. Fiebrig,Karl,August Gustav,Fiebrig,Person,Botany Master,ASA Botanist ID 131484 | 173228,,,"Collector (Botany)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6247,http://fm-digital-assets.fieldmuseum.org/730/961/V0223619F.jpg,2914662,V0223619F,1540187,,Mascagnia,ambigua,,paraguayensis,variety,4371,-08-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6291.0,559524.0,413955.0,,,,,,,7141.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248,http://fm-digital-assets.fieldmuseum.org/730/962/V0223620F.jpg,2914659,V0223620F,1540188,,Mascagnia,ambigua,,paraguayensis,variety,5574,-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6292.0,559524.0,413955.0,,,,,,,7142.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6249,http://fm-digital-assets.fieldmuseum.org/730/983/V0223641F.jpg,2914723,V0223641F,222065,,Mascagnia,anisopetala,,,,87,1902-09-04,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6293.0,46536.0,46531.0,,,,,,,7143.0,49081.0,Karl A. G. Fiebrig,K. Fiebrig,Karl,August Gustav,Fiebrig,Person,Botany Master,ASA Botanist ID 131484 | 173228,,,"Collector (Botany)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,http://fm-digital-assets.fieldmuseum.org/730/985/V0223643F.jpg,2914720,V0223643F,690762,,Mascagnia,anisopetala,,,,11894,1913,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6294.0,46536.0,46531.0,,,,,,,7144.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6251,http://fm-digital-assets.fieldmuseum.org/731/075/V0223733F.jpg,2915632,V0223733F,1540036,,Mascagnia,divaricata,,,,3006,,,June,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6295.0,46546.0,46531.0,,,,,,,7145.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252,http://fm-digital-assets.fieldmuseum.org/731/077/V0223735F.jpg,2915630,V0223735F,1540037,,Mascagnia,divaricata,,,,3659,1900-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6296.0,46546.0,46531.0,,,,,,,7146.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6253,http://fm-digital-assets.fieldmuseum.org/730/782/V0223440F.jpg,2913991,V0223440F,696219,,Hiraea,fagifolia,,,,3832,1929-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6297.0,37219.0,37196.0,,,,,,,7147.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6254,http://fm-digital-assets.fieldmuseum.org/730/784/V0223442F.jpg,2913996,V0223442F,766572,,Hiraea,fagifolia,,,,3832,1931-10-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6298.0,37219.0,37196.0,,,,,,,7148.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255,http://fm-digital-assets.fieldmuseum.org/686/349/V0193170F.jpg,2878705,V0193170F,176105,,Croton,urucurana,,,,115,1902-02-10,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6299.0,22052.0,89693.0,,,,,,,7149.0,49081.0,Karl A. G. Fiebrig,K. Fiebrig,Karl,August Gustav,Fiebrig,Person,Botany Master,ASA Botanist ID 131484 | 173228,,,"Collector (Botany)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6256,http://fm-digital-assets.fieldmuseum.org/686/384/V0193205F.jpg,2878729,V0193205F,696970,,Croton,uruguayensis,,,,4328,1931-03-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6300.0,22053.0,89693.0,,,,,,,7150.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,http://fm-digital-assets.fieldmuseum.org/686/385/V0193206F.jpg,2878730,V0193206F,768032,,Croton,uruguayensis,,,,4328,1932-04-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6301.0,22053.0,89693.0,,,,,,,7151.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,http://fm-digital-assets.fieldmuseum.org/687/048/V0195428F.jpg,2879168,V0195428F,2062521,,Croton,gracilipes,,,,16578,1989-11-08,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6302.0,21694.0,89693.0,,,,,,,7152.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6259,http://fm-digital-assets.fieldmuseum.org/687/049/V0195429F.jpg,2879172,V0195429F,2061128,,Croton,gracilipes,,,,23375,1990-09-09,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6303.0,21694.0,89693.0,,,,,,,7153.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260,http://fm-digital-assets.fieldmuseum.org/687/050/V0195430F.jpg,2879174,V0195430F,2060491,,Croton,gracilipes,,,,8695,1988-12-14,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6304.0,21694.0,89693.0,,,,,,,7154.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6261,http://fm-digital-assets.fieldmuseum.org/687/051/V0195431F.jpg,2879175,V0195431F,2060472,,Croton,gracilipes,,,,21570,1990-06-23,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6305.0,21694.0,89693.0,,,,,,,7155.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,http://fm-digital-assets.fieldmuseum.org/687/052/V0195432F.jpg,2879177,V0195432F,2061724,,Croton,gracilipes,,,,18568,1990-01-27,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6306.0,21694.0,89693.0,,,,,,,7156.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263,http://fm-digital-assets.fieldmuseum.org/687/053/V0195433F.jpg,2879179,V0195433F,2052789,,Croton,gracilipes,,,,23097,1990-09-01,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6307.0,21694.0,89693.0,,,,,,,7157.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264,http://fm-digital-assets.fieldmuseum.org/687/054/V0195434F.jpg,2879181,V0195434F,2061487,,Croton,gracilipes,,,,2615,1987-05-25,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6308.0,21694.0,89693.0,,,,,,,7158.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),7159.0,40045.0,Isabel Basualdo,I. Basualdo,Isabel,,Basualdo,Person,Botany Master,,,,,7160.0,60192.0,Nélida Soria,N. Soria,Nélida,,Soria,Person,Botany Master,,,N. Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,
6265,http://fm-digital-assets.fieldmuseum.org/687/055/V0195435F.jpg,2879182,V0195435F,2061486,,Croton,gracilipes,,,,2621,1987-05-25,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6309.0,21694.0,89693.0,,,,,,,7161.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),7162.0,40045.0,Isabel Basualdo,I. Basualdo,Isabel,,Basualdo,Person,Botany Master,,,,,7163.0,60192.0,Nélida Soria,N. Soria,Nélida,,Soria,Person,Botany Master,,,N. Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266,http://fm-digital-assets.fieldmuseum.org/687/056/V0195436F.jpg,2879184,V0195436F,2061454,,Croton,,,,,14545,1989-09-20,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6310.0,89693.0,89741.0,,,,,,,7164.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6267,http://fm-digital-assets.fieldmuseum.org/687/057/V0195437F.jpg,2879185,V0195437F,2061399,,Croton,,,,,21009,1990-06-09,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6311.0,89693.0,89741.0,,,,,,,7165.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6268,http://fm-digital-assets.fieldmuseum.org/687/058/V0195438F.jpg,2879186,V0195438F,2052777,,Croton,,,,,25043,1990-12-08,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6312.0,89693.0,89741.0,,,,,,,7166.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6269,http://fm-digital-assets.fieldmuseum.org/687/059/V0195439F.jpg,2879187,V0195439F,2062501,,Julocroton,,,,,10630,1989-02-08,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6313.0,284725.0,89741.0,,,,,,,7167.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6270,http://fm-digital-assets.fieldmuseum.org/687/060/V0195440F.jpg,2879188,V0195440F,2062528,,Julocroton,,,,,23786,1990-11-10,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6314.0,284725.0,89741.0,,,,,,,7168.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,http://fm-digital-assets.fieldmuseum.org/687/061/V0195441F.jpg,2879189,V0195441F,2105270,,Croton,,,,,5681,1983-09-29,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6315.0,89693.0,89741.0,,,,,,,7169.0,24492.0,Djaja D. Soejarto,D. D. Soejarto,Djaja,Djendoel,Soejarto,Person,Botany Master,ASA Botanist ID 139541,,Doel Soejarto,Collector (Botany),7170.0,28695.0,Eugenia E. Bordas,E. Bordas,Eugenia,E.,Bordas,Person,Botany Master,ASA Botanist ID 105446,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6272,http://fm-digital-assets.fieldmuseum.org/687/062/V0195442F.jpg,2879190,V0195442F,2052797,,Croton,,,,,21293,1990-06-09,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6316.0,89693.0,89741.0,,,,,,,7171.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6273,http://fm-digital-assets.fieldmuseum.org/687/063/V0195443F.jpg,2879192,V0195443F,2091129,,Croton,,,,,23370,1990-09-09,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6317.0,89693.0,89741.0,,,,,,,7172.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6274,http://fm-digital-assets.fieldmuseum.org/825/100/V0260964F.jpg,2998387,V0260964F,683866,,Myrsine,gardneriana,,,,11809,1913,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6318.0,51296.0,51283.0,,,,,,,7173.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275,http://fm-digital-assets.fieldmuseum.org/825/253/V0261118F.jpg,2998543,V0261118F,176343,,Myrsine,laetevirens,,,,1002,1903-03-27,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6319.0,289729.0,51283.0,,,,,,,7174.0,49081.0,Karl A. G. Fiebrig,K. Fiebrig,Karl,August Gustav,Fiebrig,Person,Botany Master,ASA Botanist ID 131484 | 173228,,,"Collector (Botany)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,http://fm-digital-assets.fieldmuseum.org/687/064/V0195444F.jpg,2879193,V0195444F,2062231,,Croton,,,,,22136,1990-07-21,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6320.0,89693.0,89741.0,,,,,,,7175.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6277,http://fm-digital-assets.fieldmuseum.org/687/065/V0195445F.jpg,2879194,V0195445F,2061909,,Croton,,,,,20091,1990-05-19,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6321.0,89693.0,89741.0,,,,,,,7176.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,http://fm-digital-assets.fieldmuseum.org/687/066/V0195446F.jpg,2879196,V0195446F,2060478,,Croton,,,,,24960,1990-12-07,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6322.0,89693.0,89741.0,,,,,,,7177.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6279,http://fm-digital-assets.fieldmuseum.org/700/102/V0216165F.jpg,2928770,V0216165F,2061395,,Phyllanthus,niruri,,,,20949,1990-06-09,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6323.0,58986.0,89723.0,,,,,,,7178.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,http://fm-digital-assets.fieldmuseum.org/700/103/V0216166F.jpg,2928771,V0216166F,2061113,,Phyllanthus,niruri,,,,22066,1990-07-21,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6324.0,58986.0,89723.0,,,,,,,7179.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6281,http://fm-digital-assets.fieldmuseum.org/700/104/V0216167F.jpg,2928777,V0216167F,2061412,,Phyllanthus,niruri,,,,5207,1988-06-28,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,6325.0,58986.0,89723.0,,,,,,,7180.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
