ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab
174,http://fm-digital-assets.fieldmuseum.org/1840/576/C0663381F.jpg,3978193,C0663381F,185013.0,,Adiantum,intermedium,,,,s.n.,1905-11-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,174.0,600606.0,102066.0,169.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
175,http://fm-digital-assets.fieldmuseum.org/1840/581/C0663387F.jpg,3978198,C0663387F,190893.0,,Adiantum,intermedium,,,,s.n.,1905-10-30,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,175.0,600606.0,102066.0,170.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
176,http://fm-digital-assets.fieldmuseum.org/1825/297/C0673983F.jpg,3961619,C0673983F,190862.0,,Polypodium,pectinatum,,,,s.n.,1906-02-01,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,176.0,599112.0,101053.0,171.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
177,http://fm-digital-assets.fieldmuseum.org/1825/479/C0677935F.jpg,3961764,C0677935F,184499.0,,Lastreopsis,effusa,divergens,,,s.n.,1905-10-30,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,177.0,41597.0,41596.0,172.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
178,http://fm-digital-assets.fieldmuseum.org/1825/480/C0677936F.jpg,3961766,C0677936F,184500.0,,Lastreopsis,effusa,divergens,,,s.n.,1905-10-30,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,178.0,41597.0,41596.0,173.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
179,http://fm-digital-assets.fieldmuseum.org/1825/489/C0677945F.jpg,3961775,C0677945F,142457.0,,Dicranopteris,,,,,6129,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,179.0,91198.0,91199.0,174.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
180,http://fm-digital-assets.fieldmuseum.org/1825/510/C0677967F.jpg,3961795,C0677967F,484507.0,,Gleichenia,bifida,,,,s.n.,1886-12-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,180.0,33626.0,33624.0,175.0,34051.0,George R. M. Murray,G. R. M. Murray,George,Robert Milne,Murray,Person,Botany Master,,,G. R. M. Murray,,176.0,77053.0,William R. Elliott,W. R. Elliott,William,Robert,Elliott,Person,Botany Master,,,W. R. Elliott,
181,http://fm-digital-assets.fieldmuseum.org/1845/411/C0672412F.jpg,3981697,C0672412F,1474250.0,,Tectaria,plantaginea,,,,1262,1945-10-04,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,181.0,77028.0,89246.0,177.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
182,http://fm-digital-assets.fieldmuseum.org/1841/264/C0557244F.jpg,3978796,C0557244F,184556.0,,Polypodium,triseriale,,,,s.n.,1905-10-30,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,182.0,62771.0,101053.0,178.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
183,http://fm-digital-assets.fieldmuseum.org/1841/265/C0557245F.jpg,3978797,C0557245F,184557.0,,Polypodium,brasiliense,,,,s.n.,1905-10-30,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,183.0,619697.0,101053.0,179.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
184,http://fm-digital-assets.fieldmuseum.org/1841/270/C0557251F.jpg,3978802,C0557251F,142441.0,,Polypodium,triseriale,,,,6039,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,184.0,62771.0,101053.0,180.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
185,http://fm-digital-assets.fieldmuseum.org/1841/301/C0557321F.jpg,3978832,C0557321F,179527.0,,Acrostichum,aureum,,,,1789,1905-07-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,185.0,2268.0,102065.0,181.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
186,http://fm-digital-assets.fieldmuseum.org/1841/302/C0557322F.jpg,3978833,C0557322F,142485.0,,Acrostichum,aureum,,,,6482,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,186.0,2268.0,102065.0,182.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
187,http://fm-digital-assets.fieldmuseum.org/1841/492/C0663307F.jpg,3978955,C0663307F,142481.0,,Adiantum,obliquum,,,,6467,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,187.0,2599.0,102066.0,183.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
188,http://fm-digital-assets.fieldmuseum.org/1841/495/C0663311F.jpg,3978958,C0663311F,179545.0,,Adiantum,obliquum,,,,s.n.,1905-06-16,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,188.0,2599.0,102066.0,184.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
189,http://fm-digital-assets.fieldmuseum.org/1842/058/C0669679F.jpg,3979448,C0669679F,142474.0,,Lellingeria,suspensa,,,,6215,1889-12-06,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,189.0,614206.0,381020.0,185.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
190,http://fm-digital-assets.fieldmuseum.org/1842/060/C0669681F.jpg,3979450,C0669681F,185034.0,,Lellingeria,suspensa,,,,s.n.,1905-11-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,190.0,614206.0,381020.0,186.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
191,http://fm-digital-assets.fieldmuseum.org/1842/253/C0674117F.jpg,3979637,C0674117F,1474251.0,,Polypodium,loriceum,,,,1261,1945-10-04,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,191.0,62716.0,101053.0,187.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
192,http://fm-digital-assets.fieldmuseum.org/1842/129/C0669747F.jpg,3979516,C0669747F,1523533.0,,Polypodium,aureum,,,,1401,1945-12-05,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,192.0,62654.0,101053.0,188.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
193,http://fm-digital-assets.fieldmuseum.org/1842/143/C0669761F.jpg,3979530,C0669761F,185033.0,,Polypodium,aureum,,,,s.n.,1905-12-11,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,193.0,62654.0,101053.0,189.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
194,http://fm-digital-assets.fieldmuseum.org/1842/461/C0662547F.jpg,3979828,C0662547F,190890.0,,Ananthacorus,angustifolius,,,,s.n.,1906-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,194.0,4214.0,242557.0,190.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
195,http://fm-digital-assets.fieldmuseum.org/1842/510/C0663656F.jpg,3979877,C0663656F,142482.0,,Adiantum,tetraphyllum,,,,6468,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,195.0,2618.0,102066.0,191.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
196,http://fm-digital-assets.fieldmuseum.org/1842/806/C0668063F.jpg,3980149,C0668063F,142484.0,,Pityrogramma,calomelanos,,,,6479,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,196.0,61454.0,383202.0,192.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
197,http://fm-digital-assets.fieldmuseum.org/1842/812/C0668077F.jpg,3980155,C0668077F,175972.0,,Pityrogramma,calomelanos,,,,s.n.,1905-03-16,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,197.0,61454.0,383202.0,193.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
198,http://fm-digital-assets.fieldmuseum.org/1845/238/C0662699F.jpg,3981561,C0662699F,175617.0,,Hemionitis,palmata,,,,s.n.,1905-01-10,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,198.0,36337.0,102071.0,,,,,,,,,,,,,,,,,,,,,,,,,,
199,http://fm-digital-assets.fieldmuseum.org/1845/413/C0672414F.jpg,3981699,C0672414F,185037.0,,Tectaria,plantaginea,,,,s.n.,1905-11-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,199.0,77028.0,89246.0,194.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
200,http://fm-digital-assets.fieldmuseum.org/1846/640/C0362407F.jpg,3982805,C0362407F,1474297.0,,Thelypteris,,,,,1249,1945-10-02,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,200.0,107298.0,107300.0,195.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
201,http://fm-digital-assets.fieldmuseum.org/1846/641/C0362408F.jpg,3982806,C0362408F,190878.0,,Thelypteris,,,,,s.n.,1906-03-02,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,201.0,107298.0,107300.0,196.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
202,http://fm-digital-assets.fieldmuseum.org/1846/684/C0362451F.jpg,3982849,C0362451F,184558.0,,Dryopteris,opposita,,,,s.n.,1905-10-30,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,202.0,610102.0,89237.0,197.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
203,http://fm-digital-assets.fieldmuseum.org/1846/713/C0362479F.jpg,3982877,C0362479F,190864.0,,Thelypteris,poiteana,,,,s.n.,1906-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,203.0,77681.0,107298.0,198.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
204,http://fm-digital-assets.fieldmuseum.org/1846/716/C0362482F.jpg,3982880,C0362482F,142433.0,,Thelypteris,poiteana,,,,5995,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,204.0,77681.0,107298.0,199.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
205,http://fm-digital-assets.fieldmuseum.org/1846/735/C0362501F.jpg,3982899,C0362501F,190863.0,,Thelypteris,pennata,,,,s.n.,1906-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,205.0,624610.0,107298.0,200.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
206,http://fm-digital-assets.fieldmuseum.org/1846/755/C0362520F.jpg,3982918,C0362520F,142483.0,,Dryopteris,patens,,,,6478,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,206.0,598189.0,89237.0,201.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
207,http://fm-digital-assets.fieldmuseum.org/1846/832/C0362598F.jpg,3982995,C0362598F,1523667.0,,Thelypteris,reticulata,,,,1195,1945-09-10,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,207.0,291138.0,107298.0,202.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
208,http://fm-digital-assets.fieldmuseum.org/1847/153/C0363637F.jpg,3983297,C0363637F,175680.0,,Lycopodium,linifolium,,,,s.n.,1896-03-11,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,208.0,44712.0,95794.0,203.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
209,http://fm-digital-assets.fieldmuseum.org/1847/201/C0363684F.jpg,3983345,C0363684F,184502.0,,Huperzia,dichotoma,,,,s.n.,1905-10-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,209.0,598389.0,95793.0,204.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
210,http://fm-digital-assets.fieldmuseum.org/1847/280/C0363822F.jpg,3983410,C0363822F,142455.0,,Lycopodium,cernuum,,,,6106,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,210.0,44702.0,95794.0,205.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
211,http://fm-digital-assets.fieldmuseum.org/1847/293/C0363834F.jpg,3983422,C0363834F,184504.0,,Lycopodium,cernuum,,,,s.n.,1905-10-06,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,211.0,44702.0,95794.0,206.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
212,http://fm-digital-assets.fieldmuseum.org/1847/643/C0363515F.jpg,3983673,C0363515F,190859.0,,Diplazium,striatum,,,,s.n.,1906-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,212.0,25502.0,89236.0,207.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
213,http://fm-digital-assets.fieldmuseum.org/1847/743/C0362679F.jpg,3983769,C0362679F,142444.0,,Dryopteris,reticulata,,,,6057,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,213.0,610277.0,89237.0,208.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
214,http://fm-digital-assets.fieldmuseum.org/1847/776/C0362712F.jpg,3983801,C0362712F,142438.0,,Thelypteris,consanguinea,,,,6028,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,214.0,624313.0,107298.0,209.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
215,http://fm-digital-assets.fieldmuseum.org/1848/036/C0362403F.jpg,3984055,C0362403F,142453.0,,Thelypteris,,,,,6102,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,215.0,107298.0,107300.0,210.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
216,http://fm-digital-assets.fieldmuseum.org/1848/105/C0362825F.jpg,3984124,C0362825F,142450.0,,Thelypteris,decussata,,,,6088,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,216.0,77636.0,107298.0,211.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
217,http://fm-digital-assets.fieldmuseum.org/1848/118/C0362838F.jpg,3984137,C0362838F,142454.0,,Thelypteris,,,,,6104,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,217.0,107298.0,107300.0,212.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
218,http://fm-digital-assets.fieldmuseum.org/1881/527/C0677470F.jpg,4021167,C0677470F,175692.0,,Trichomanes,trigonum,,,,s.n.,1897-03-30,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,218.0,625312.0,92928.0,,,,,,,,,,,,,,,,,,,,,,,,,,
219,http://fm-digital-assets.fieldmuseum.org/1881/523/C0677466F.jpg,4021163,C0677466F,1474220.0,,Trichomanes,trigonum,,,,1304,1945-10-17,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,219.0,625312.0,92928.0,213.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
220,http://fm-digital-assets.fieldmuseum.org/1848/393/C0363317F.jpg,3984384,C0363317F,190854.0,,Diplazium,cristatum,,,,s.n.,1906-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,220.0,25477.0,89236.0,214.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
221,http://fm-digital-assets.fieldmuseum.org/1848/464/C0363712F.jpg,3984455,C0363712F,185036.0,,Ophioglossum,reticulatum,,,,s.n.,1905-11-16,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,221.0,53386.0,382941.0,215.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
222,http://fm-digital-assets.fieldmuseum.org/1881/485/C0677379F.jpg,4021126,C0677379F,184997.0,,Lindsaea,quadrangularis,,,,1843,1905-11-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,222.0,42984.0,95427.0,216.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
223,http://fm-digital-assets.fieldmuseum.org/984/713/MALP_stig_aden_175925.jpg,3109330,,175925.0,,Stigmaphyllon,adenodon,,,,,1904-12-18,,1904-12-18,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,223.0,75385.0,95852.0,217.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
224,http://fm-digital-assets.fieldmuseum.org/994/127/SMIL_smil_sola_157252.jpg,3109302,,157252.0,,Smilax,solanifolia,,,,770,1895-11-22,,1895-11-22,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,224.0,72699.0,72594.0,218.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
225,http://fm-digital-assets.fieldmuseum.org/1126/867/C0620489F.jpg,3229700,C0620489F,,,Elaphoglossum,dussii,,,,1900,1906-07-17,,17 Jul 1906,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,225.0,610835.0,95615.0,219.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
226,http://fm-digital-assets.fieldmuseum.org/1090/432/C0648300F.jpg,3246848,C0648300F,,,Peltapteris,foeniculacea,,,,1185,1976-01-12,,12 Jan 1976,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,226.0,618264.0,383200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
227,http://fm-digital-assets.fieldmuseum.org/1091/181/C0649026F.jpg,3247591,C0649026F,712515.0,,Dicranopteris,pectinata,,,,3061,1783,1808,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,227.0,24705.0,91198.0,,,,,,,,,,,,,,,,,,,,,,,,,,
228,http://fm-digital-assets.fieldmuseum.org/1090/907/C0648770F.jpg,3247333,C0648770F,,,Polystichum,platyphyllum,,,,,1876-05-18,,18 May 1876,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,228.0,62812.0,89244.0,,,,,,,,,,,,,,,,,,,,,,,,,,
229,http://fm-digital-assets.fieldmuseum.org/1752/500/C0662473F.jpg,3875039,C0662473F,,,Asplenium,obtusifolium,,,,s.n.,1906-03-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,229.0,597388.0,84708.0,220.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
230,http://fm-digital-assets.fieldmuseum.org/1830/249/C0674387F.jpg,3964931,C0674387F,831438.0,,Pteris,coriacea,,,,38,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,230.0,621787.0,102074.0,,,,,,,,,,,,,,,,,,,,,,,,,,
231,http://fm-digital-assets.fieldmuseum.org/1752/582/C0662782F.jpg,3875122,C0662782F,190857.0,,Asplenium,cuneatum,,,,s.n.,1906-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,231.0,383019.0,84708.0,221.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
232,http://fm-digital-assets.fieldmuseum.org/1830/129/C0674081F_a.jpg|http://fm-digital-assets.fieldmuseum.org/1830/130/C0674081F_b.jpg,3964819,C0674081F,179564.0,,Stenogrammitis,hartii,,,,s.n.,1905-04-04,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,232.0,623553.0,,222.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
